1500, 239, 239, 235,
1745, 222, 187, 179,
1583, 76, 48, 70,
1808, 58, 55, 58,
1807, 111, 101, 100,
1790, 224, 209, 188,
1805, 210, 187, 179,
1792, 99, 90, 75,
1581, 146, 133, 141,
1746, 201, 160, 153,
1802, 106, 117, 109,
1772, 94, 51, 49,
1760, 182, 58, 65,
1758, 138, 45, 45,
1501, 227, 228, 164,
1770, 149, 97, 90,
1755, 198, 126, 114,
1771, 115, 70, 65,
1765, 233, 206, 184,
1777, 188, 155, 120,
1788, 120, 103, 79,
